emp_no,first_name,last_name,title,from_date,to_date
17236,Matk,Merro,Engineer,1987-02-02,1994-02-02
17236,Matk,Merro,Senior Engineer,1994-02-02,9999-01-01
17245,Neven,Milicia,Staff,1995-01-12,9999-01-01
17260,Abdulah,Famili,Assistant Engineer,1987-05-18,1995-05-18
17260,Abdulah,Famili,Engineer,1995-05-18,9999-01-01
17275,Shmuel,Danlos,Senior Staff,1992-08-30,1993-03-25
17275,Shmuel,Danlos,Staff,1985-08-30,1992-08-30
17277,Arnd,Hopewell,Senior Engineer,1987-08-25,9999-01-01
17280,Xuejia,Merle,Engineer,1993-01-03,2000-01-04
17280,Xuejia,Merle,Senior Engineer,2000-01-04,9999-01-01
17285,Mario,Weiland,Senior Staff,2001-03-26,9999-01-01
17285,Mario,Weiland,Staff,1995-03-27,2001-03-26
17293,Demin,Alpin,Engineer,1986-03-01,1991-03-01
17293,Demin,Alpin,Senior Engineer,1991-03-01,2001-08-01
17294,Shrikanth,Pietrzykowski,Engineer,1987-08-17,1994-08-17
17294,Shrikanth,Pietrzykowski,Senior Engineer,1994-08-17,9999-01-01
17322,Candida,Fordan,Technique Leader,1985-05-15,1997-09-10
17326,Arumugam,Ramsay,Senior Engineer,1986-02-28,9999-01-01
17327,Yongmin,Gihr,Senior Staff,1995-06-04,9999-01-01
17327,Yongmin,Gihr,Staff,1988-06-03,1995-06-04
17329,Shaunak,Tyugu,Senior Engineer,1998-07-21,9999-01-01
17336,Shigenori,Chaudhuri,Engineer,1988-02-25,1993-02-24
17336,Shigenori,Chaudhuri,Senior Engineer,1993-02-24,9999-01-01
17339,Fan,Mullainathan,Assistant Engineer,1991-10-03,1999-10-03
17339,Fan,Mullainathan,Engineer,1999-10-03,9999-01-01
17340,Yurii,Brookman,Senior Staff,1992-07-05,9999-01-01
17340,Yurii,Brookman,Staff,1985-07-05,1992-07-05
17352,Muneo,Katiyar,Senior Staff,1997-05-06,9999-01-01
17352,Muneo,Katiyar,Staff,1992-05-06,1997-05-06
17355,Mingzeng,Weisert,Engineer,1988-08-31,1993-08-31
17355,Mingzeng,Weisert,Senior Engineer,1993-08-31,9999-01-01
17361,Macha,Griswold,Assistant Engineer,1987-04-04,1995-04-04
17361,Macha,Griswold,Engineer,1995-04-04,2001-12-27
17384,Youngkon,Nooteboom,Senior Staff,1997-04-04,9999-01-01
17384,Youngkon,Nooteboom,Staff,1990-04-05,1997-04-04
17387,Shir,Serra,Staff,1997-12-31,9999-01-01
17396,Valeri,Henders,Engineer,1987-06-14,1995-06-14
17396,Valeri,Henders,Senior Engineer,1995-06-14,9999-01-01
17397,Kenroku,Hardjono,Senior Engineer,1986-09-15,9999-01-01
17412,Leni,Vilarrasa,Staff,1999-12-27,9999-01-01
17416,Kitty,Rissanen,Engineer,1991-08-09,1999-03-22
17428,Pantung,Keustermans,Staff,1994-06-23,1995-09-14
17436,Chirstian,Munawer,Senior Staff,1985-08-12,9999-01-01
17448,Makato,Belinskaya,Engineer,1987-02-04,1995-02-04
17448,Makato,Belinskaya,Senior Engineer,1995-02-04,9999-01-01
17468,Abdelghani,Irland,Senior Staff,1996-06-13,9999-01-01
17470,Genevieve,Lichtner,Senior Engineer,1986-07-23,9999-01-01
17472,Murthy,Verhoeff,Senior Staff,1998-12-09,9999-01-01
17472,Murthy,Verhoeff,Staff,1990-12-09,1998-12-09
17478,Tuval,Merle,Senior Staff,1990-06-13,1997-08-23
17478,Tuval,Merle,Staff,1985-06-13,1990-06-13
17487,Gully,Staudhammer,Assistant Engineer,1990-07-31,1998-07-31
17487,Gully,Staudhammer,Engineer,1998-07-31,9999-01-01
17489,Karlis,Vigier,Senior Staff,1994-08-13,9999-01-01
17489,Karlis,Vigier,Staff,1988-08-13,1994-08-13
17500,Jinya,Bratsberg,Technique Leader,1988-09-25,9999-01-01
17505,Gunilla,Moffat,Engineer,1987-02-21,1994-02-21
17505,Gunilla,Moffat,Senior Engineer,1994-02-21,9999-01-01
17507,Yurij,Turnbull,Senior Staff,1995-08-07,1999-12-10
17507,Yurij,Turnbull,Staff,1986-08-07,1995-08-07
17512,Frederique,Hofmeyr,Engineer,1998-01-05,9999-01-01
17516,Rosita,Dulli,Technique Leader,1986-08-27,1992-11-17
17520,Shahab,Keohane,Engineer,1988-08-08,1997-08-08
17520,Shahab,Keohane,Senior Engineer,1997-08-08,9999-01-01
17539,Cathie,Uhrik,Engineer,1990-12-27,1999-12-27
17539,Cathie,Uhrik,Senior Engineer,1999-12-27,9999-01-01
17544,Kien,Marletta,Engineer,1988-07-08,1995-07-09
17544,Kien,Marletta,Senior Engineer,1995-07-09,9999-01-01
17552,Pradeep,Neiman,Senior Staff,1997-03-26,9999-01-01
17556,Makato,Tsukuda,Senior Staff,2000-07-22,9999-01-01
17556,Makato,Tsukuda,Staff,1993-07-22,2000-07-22
17559,Annemarie,Papastamatiou,Senior Engineer,1993-09-04,9999-01-01
17573,Berthier,Deverell,Senior Staff,1993-04-04,9999-01-01
17573,Berthier,Deverell,Staff,1987-04-05,1993-04-04
17576,Behnaam,Krybus,Senior Engineer,1988-02-06,9999-01-01
17582,Kauko,Spieker,Senior Engineer,1988-10-28,9999-01-01
17584,Emdad,Coorg,Senior Staff,1994-03-15,9999-01-01
17586,Lein,Halevi,Senior Staff,1999-08-07,9999-01-01
17586,Lein,Halevi,Staff,1990-08-07,1999-08-07
17589,Xuejia,Denti,Engineer,1988-01-18,1989-04-16
17625,Prodip,Mandelberg,Engineer,1994-05-30,2000-12-04
17629,Mostafa,Winter,Senior Staff,1987-11-22,9999-01-01
17647,Vasilis,Swab,Senior Staff,1995-08-04,9999-01-01
17647,Vasilis,Swab,Staff,1989-08-04,1995-08-04
17657,Thanasis,Zucker,Assistant Engineer,1989-06-18,1997-06-18
17657,Thanasis,Zucker,Engineer,1997-06-18,9999-01-01
17674,Adib,Braccini,Engineer,1986-03-19,1993-03-19
17674,Adib,Braccini,Senior Engineer,1993-03-19,9999-01-01
17677,Mingdong,Ramalingam,Engineer,1992-10-04,2001-10-04
17677,Mingdong,Ramalingam,Senior Engineer,2001-10-04,9999-01-01
17681,Eran,Schauser,Senior Staff,1991-09-25,2000-02-29
17681,Eran,Schauser,Staff,1985-09-25,1991-09-25
17683,Bernt,Henders,Senior Staff,1998-11-21,9999-01-01
17683,Bernt,Henders,Staff,1990-11-21,1998-11-21
17688,Faiza,Cincotta,Senior Engineer,1987-08-14,9999-01-01
17695,Kazuhiro,Chvatal,Staff,1987-06-25,1988-11-06
17696,Feiyu,Kusalik,Engineer,1988-12-04,1996-12-04
17696,Feiyu,Kusalik,Senior Engineer,1996-12-04,9999-01-01
17699,Radhia,Heping,Engineer,1985-07-21,1993-07-21
17699,Radhia,Heping,Senior Engineer,1993-07-21,9999-01-01
17702,Mantis,Passafiume,Engineer,1986-10-17,1994-11-15
17704,Vatsa,Broomell,Senior Staff,2001-11-20,9999-01-01
17704,Vatsa,Broomell,Staff,1995-11-21,2001-11-20
17705,Toshimo,Mellouli,Technique Leader,1985-08-14,9999-01-01
17711,Owen,Katiyar,Engineer,1997-09-05,9999-01-01
17716,Josyula,Vitiello,Engineer,1988-09-24,1994-09-24
17716,Josyula,Vitiello,Senior Engineer,1994-09-24,9999-01-01
17727,Bingning,Picaronny,Senior Staff,1994-06-30,2002-04-16
17727,Bingning,Picaronny,Staff,1987-06-30,1994-06-30
17728,Tsuneo,Lienhardt,Staff,1998-02-19,9999-01-01
17742,Tru,Cappelletti,Senior Staff,1986-03-02,9999-01-01
17745,Hatem,Schreiter,Engineer,1985-05-02,1993-05-02
17745,Hatem,Schreiter,Senior Engineer,1993-05-02,9999-01-01
17778,Chirstian,Matzov,Senior Staff,1998-02-12,9999-01-01
17778,Chirstian,Matzov,Staff,1991-02-12,1998-02-12
17791,Matt,Stifter,Senior Staff,1988-01-30,9999-01-01
17796,Alejandro,Impagliazzo,Staff,1995-11-02,1997-06-26
17798,Guangming,Suessmith,Senior Staff,1993-10-15,9999-01-01
17798,Guangming,Suessmith,Staff,1986-10-15,1993-10-15
17807,Jianhua,Glowinski,Engineer,1992-07-23,2000-07-23
17807,Jianhua,Glowinski,Senior Engineer,2000-07-23,9999-01-01
17815,Shuji,Wissmann,Assistant Engineer,1991-03-03,1997-03-02
17815,Shuji,Wissmann,Engineer,1997-03-02,9999-01-01
17816,Toshimo,Kenevan,Assistant Engineer,1986-10-06,1992-10-05
17816,Toshimo,Kenevan,Engineer,1992-10-05,1998-10-05
17816,Toshimo,Kenevan,Senior Engineer,1998-10-05,9999-01-01
17834,Zhilian,Fiutem,Engineer,1996-03-16,2002-03-16
17834,Zhilian,Fiutem,Senior Engineer,2002-03-16,9999-01-01
17840,Tonny,Sherertz,Engineer,1985-06-20,1991-06-20
17840,Tonny,Sherertz,Senior Engineer,1991-06-20,9999-01-01
17841,Hilary,Ramaiah,Senior Engineer,1988-06-07,9999-01-01
17849,Mandell,Varker,Senior Staff,1994-05-28,9999-01-01
17849,Mandell,Varker,Staff,1986-05-28,1994-05-28
17869,Xiaocheng,Prochazka,Assistant Engineer,1995-07-01,9999-01-01
17871,Ebbe,Hedayat,Engineer,1996-07-20,2001-07-20
17871,Ebbe,Hedayat,Senior Engineer,2001-07-20,9999-01-01
17874,Rutger,Minakawa,Senior Staff,1999-01-01,9999-01-01
17874,Rutger,Minakawa,Staff,1992-01-01,1999-01-01
17891,Isaac,Luiz,Engineer,1987-05-07,1992-05-06
17891,Isaac,Luiz,Senior Engineer,1992-05-06,9999-01-01
17900,Sakthirel,Belinskaya,Engineer,1986-03-03,1991-03-03
17900,Sakthirel,Belinskaya,Senior Engineer,1991-03-03,9999-01-01
17907,Kotesh,Bernini,Senior Staff,2000-01-05,9999-01-01
17907,Kotesh,Bernini,Staff,1992-01-06,2000-01-05
17916,Sukumar,Morrin,Engineer,1991-12-02,2000-12-01
17916,Sukumar,Morrin,Senior Engineer,2000-12-01,9999-01-01
17925,Adamantios,Baezner,Engineer,1987-03-09,1996-03-08
17925,Adamantios,Baezner,Senior Engineer,1996-03-08,9999-01-01
17968,Susanna,Murillo,Engineer,1995-10-26,1997-08-31
17973,Sanjit,Beidas,Engineer,1987-09-27,1994-09-27
17973,Sanjit,Beidas,Senior Engineer,1994-09-27,9999-01-01
17986,Oguz,Angelopoulos,Staff,1994-08-27,9999-01-01
17987,Atreyi,Monkewich,Staff,1992-12-12,1999-11-13
17995,Oldrich,Vickson,Senior Staff,1987-01-05,9999-01-01
18006,Vidya,Hanabata,Senior Staff,1994-09-03,9999-01-01
18006,Vidya,Hanabata,Staff,1987-09-03,1994-09-03
18013,Jiong,Shanbhogue,Engineer,1988-06-07,1994-06-07
18013,Jiong,Shanbhogue,Senior Engineer,1994-06-07,9999-01-01
18016,Somnath,Kaminger,Senior Staff,1994-09-03,9999-01-01
18018,Sasan,Schrooten,Senior Staff,1992-12-10,9999-01-01
18018,Sasan,Schrooten,Staff,1985-12-10,1992-12-10
18020,Adhemar,Pelz,Senior Staff,1993-03-31,9999-01-01
18020,Adhemar,Pelz,Staff,1986-03-31,1993-03-31
18024,Uzi,Casperson,Staff,1988-07-03,1991-07-05
18030,Jasminko,Brookner,Senior Engineer,1986-03-19,9999-01-01
18061,Francesca,Taubman,Engineer,1985-05-28,1986-01-08
18065,Chriss,Wroclawski,Senior Staff,1986-06-18,9999-01-01
18068,Geoff,Lorie,Senior Engineer,1990-08-08,1998-12-01
18075,Lein,Goodrum,Senior Engineer,1986-02-22,9999-01-01
18080,Satyanarayana,Rosar,Engineer,1992-12-16,2000-12-16
18080,Satyanarayana,Rosar,Senior Engineer,2000-12-16,9999-01-01
18086,Brewster,Szmurlo,Staff,1994-05-28,2000-05-21
18095,Tse,Puppe,Senior Staff,1996-09-13,1996-12-16
18099,Kazuhiko,Fendler,Technique Leader,1993-04-30,9999-01-01
18108,Sanjai,Genin,Staff,1998-09-13,9999-01-01
18109,Yechiam,Junot,Staff,1988-06-02,1991-05-15
18123,Kristinn,Hitomi,Staff,1995-08-09,9999-01-01
18130,Claudi,Cairo,Senior Staff,2000-05-26,9999-01-01
18130,Claudi,Cairo,Staff,1993-05-26,2000-05-26
18134,Ult,Pesch,Senior Engineer,1992-07-31,9999-01-01
18138,Moni,Baezner,Senior Staff,1992-08-05,9999-01-01
18138,Moni,Baezner,Staff,1985-08-05,1992-08-05
18155,Dayanand,Danlos,Engineer,1988-04-15,1997-04-15
18155,Dayanand,Danlos,Senior Engineer,1997-04-15,9999-01-01
18181,Gregory,Beerel,Senior Staff,1987-03-29,9999-01-01
18208,Demin,Irland,Senior Staff,1991-10-05,9999-01-01
18208,Demin,Irland,Staff,1986-10-05,1991-10-05
18210,Mabo,Radhakrishnan,Engineer,1994-06-19,2001-06-19
18210,Mabo,Radhakrishnan,Senior Engineer,2001-06-19,9999-01-01
18212,Constantino,Journel,Senior Staff,1992-04-30,9999-01-01
18212,Constantino,Journel,Staff,1985-04-30,1992-04-30
18223,Gully,Mitchem,Senior Staff,1986-07-15,9999-01-01
18230,Kristian,Dulin,Engineer,1989-03-06,1992-09-30
18237,Limsoon,Tramer,Engineer,1995-08-21,9999-01-01
18242,Shichao,Demian,Engineer,1992-02-10,1999-02-10
18242,Shichao,Demian,Senior Engineer,1999-02-10,9999-01-01
18250,Godehard,Orlowski,Engineer,1985-12-31,1988-02-21
18251,Alair,Panangaden,Senior Staff,1986-10-08,9999-01-01
18261,Shridhar,Baak,Senior Engineer,1986-06-06,9999-01-01
18274,Yefim,Karnin,Senior Staff,1994-06-13,9999-01-01
18274,Yefim,Karnin,Staff,1986-06-13,1994-06-13
18297,Guther,Nastansky,Senior Staff,1985-09-07,9999-01-01
18310,Ioana,Dalton,Senior Engineer,1996-08-06,9999-01-01
18316,Hongzue,Msuda,Senior Engineer,1985-02-19,9999-01-01
18322,Tonia,Lueh,Assistant Engineer,1988-10-04,1997-10-04
18322,Tonia,Lueh,Engineer,1997-10-04,9999-01-01
18323,Oddvar,Tiemann,Engineer,1987-08-17,1994-08-17
18323,Oddvar,Tiemann,Senior Engineer,1994-08-17,9999-01-01
18327,Sadegh,Alblas,Engineer,1987-05-05,1991-08-29
18333,Munehiro,Plesums,Assistant Engineer,1994-03-23,1999-03-23
18333,Munehiro,Plesums,Engineer,1999-03-23,9999-01-01
18362,Pohua,Wolniewicz,Engineer,1991-09-23,1996-02-17
18369,Pintsang,Backhouse,Senior Staff,1992-07-01,1996-08-18
18369,Pintsang,Backhouse,Staff,1986-07-02,1992-07-01
18375,Gian,Debuse,Senior Staff,2001-04-28,9999-01-01
18375,Gian,Debuse,Staff,1995-04-29,2001-04-28
18376,Wayne,Stranks,Engineer,1994-09-26,9999-01-01
18382,Remko,Mattern,Engineer,1997-01-30,2002-01-30
18382,Remko,Mattern,Senior Engineer,2002-01-30,9999-01-01
18393,Wuxu,Aseltine,Engineer,1988-11-20,1994-11-20
18393,Wuxu,Aseltine,Senior Engineer,1994-11-20,9999-01-01
18401,Vidya,Itzfeldt,Staff,1999-09-07,9999-01-01
18402,Bernice,Ritzmann,Senior Staff,1991-05-02,9999-01-01
18402,Bernice,Ritzmann,Staff,1985-05-02,1991-05-02
18403,Vidya,Morrow,Engineer,1998-06-09,2000-05-23
18407,Marsja,Luit,Senior Staff,1993-10-08,1997-08-15
18407,Marsja,Luit,Staff,1987-10-09,1993-10-08
18427,Kiyomitsu,Qiwen,Senior Staff,1994-03-12,9999-01-01
18435,Basim,Covnot,Staff,1998-06-01,1999-10-31
18438,Chiradeep,Iacovou,Assistant Engineer,1994-10-01,1999-10-01
18438,Chiradeep,Iacovou,Engineer,1999-10-01,9999-01-01
18443,Florina,Swick,Senior Staff,1993-10-15,9999-01-01
18443,Florina,Swick,Staff,1988-10-15,1993-10-15
18448,Rosine,Bazelow,Senior Engineer,1999-05-02,9999-01-01
18450,Takahito,Hoppenstand,Senior Staff,1993-05-19,9999-01-01
18450,Takahito,Hoppenstand,Staff,1985-05-19,1993-05-19
18454,Eric,Anido,Senior Staff,1996-07-18,9999-01-01
18454,Eric,Anido,Staff,1988-07-18,1996-07-18
18459,Shuzo,Kavanagh,Senior Staff,1997-04-01,9999-01-01
18459,Shuzo,Kavanagh,Staff,1988-04-01,1997-04-01
18468,Kirk,Cunliffe,Assistant Engineer,1987-03-19,1992-03-18
18468,Kirk,Cunliffe,Engineer,1992-03-18,1997-03-18
18468,Kirk,Cunliffe,Senior Engineer,1997-03-18,9999-01-01
18478,Mitsuyuki,Stranks,Senior Engineer,1998-05-01,9999-01-01
18492,Turgut,Brickell,Staff,1994-04-29,1996-10-06
18503,Mechthild,Marletta,Engineer,1987-03-24,1992-03-23
18503,Mechthild,Marletta,Senior Engineer,1992-03-23,9999-01-01
18511,Pascal,Marzano,Engineer,1991-11-17,2000-11-16
18511,Pascal,Marzano,Senior Engineer,2000-11-16,9999-01-01
18521,Irene,Dulli,Senior Engineer,1989-10-06,1991-11-18
18532,Joydip,Onuegbe,Staff,1999-06-03,9999-01-01
18542,Tiina,Anido,Engineer,1987-05-16,1994-05-16
18542,Tiina,Anido,Senior Engineer,1994-05-16,9999-01-01
18547,Gladys,Sankaranarayanan,Engineer,1986-06-03,1994-06-03
18547,Gladys,Sankaranarayanan,Senior Engineer,1994-06-03,9999-01-01
18571,Xinglin,Flowers,Engineer,1987-04-14,1994-04-14
18571,Xinglin,Flowers,Senior Engineer,1994-04-14,9999-01-01
18573,Zongyan,Baca,Staff,1998-04-16,9999-01-01
18580,Mabo,Bamford,Assistant Engineer,1997-09-18,9999-01-01
18581,Mitsuyuki,Ranai,Senior Staff,1995-07-23,9999-01-01
18581,Mitsuyuki,Ranai,Staff,1987-07-23,1995-07-23
18612,Nevin,Sevcikova,Senior Staff,1988-04-28,1992-06-05
18662,Bouchung,Luck,Staff,1996-04-14,1999-04-27
18663,Rafols,Sridhar,Engineer,1987-06-20,1992-06-19
18663,Rafols,Sridhar,Senior Engineer,1992-06-19,9999-01-01
18664,Itzchak,Akaboshi,Senior Staff,1997-12-31,9999-01-01
18664,Itzchak,Akaboshi,Staff,1989-12-31,1997-12-31
18666,Hitofumi,Baja,Senior Staff,1996-05-24,9999-01-01
18666,Hitofumi,Baja,Staff,1989-05-24,1996-05-24
18671,Shan,Nastansky,Senior Engineer,1986-05-04,9999-01-01
18673,Ohad,Orlowski,Engineer,1996-04-24,9999-01-01
18679,Roded,Lambe,Senior Staff,1999-11-28,9999-01-01
18679,Roded,Lambe,Staff,1990-11-28,1999-11-28
18681,Rimli,Tibblin,Engineer,1988-12-04,1997-12-04
18681,Rimli,Tibblin,Senior Engineer,1997-12-04,2001-07-02
18701,Mori,Ratnakar,Senior Staff,1997-03-09,9999-01-01
18701,Mori,Ratnakar,Staff,1991-03-10,1997-03-09
18706,Debaprosad,Schicker,Senior Staff,1996-08-16,9999-01-01
18706,Debaprosad,Schicker,Staff,1987-08-17,1996-08-16
18723,Yechezkel,Baumann,Engineer,1992-07-07,1999-07-08
18723,Yechezkel,Baumann,Senior Engineer,1999-07-08,2001-10-16
18725,Cullen,Marchegay,Senior Staff,1998-08-04,9999-01-01
18725,Cullen,Marchegay,Staff,1993-08-04,1998-08-04
18728,Tzvetan,Luft,Engineer,1986-11-30,1993-11-30
18728,Tzvetan,Luft,Senior Engineer,1993-11-30,9999-01-01
18756,Premal,Narahari,Engineer,1990-10-28,1994-12-02
18769,Kirk,Luit,Engineer,1987-04-27,1991-02-19
18770,Fei,Yurek,Engineer,1987-11-27,1995-11-27
18770,Fei,Yurek,Senior Engineer,1995-11-27,9999-01-01
18771,Domenick,Haraldson,Senior Staff,1990-03-07,9999-01-01
18775,Shay,Akazan,Engineer,1987-03-22,1993-03-21
18775,Shay,Akazan,Senior Engineer,1993-03-21,9999-01-01
18782,Fan,Pepe,Engineer,1986-07-02,1989-04-16
18784,Pohua,Hempstead,Senior Staff,1992-07-31,9999-01-01
18784,Pohua,Hempstead,Staff,1985-07-31,1992-07-31
18786,Guozhong,Veevers,Senior Engineer,1988-05-24,9999-01-01
18789,Reinhold,Domenig,Senior Staff,1988-02-29,9999-01-01
18790,Florina,Rahier,Senior Engineer,1996-07-22,9999-01-01
18799,Kshitij,Lunn,Senior Staff,1992-07-13,9999-01-01
18799,Kshitij,Lunn,Staff,1986-07-14,1992-07-13
18806,Akhilish,Petereit,Senior Staff,1991-05-29,9999-01-01
18806,Akhilish,Petereit,Staff,1986-05-29,1991-05-29
18809,Laurentiu,Munoz,Senior Staff,2001-10-10,9999-01-01
18809,Laurentiu,Munoz,Staff,1995-10-11,2001-10-10
18811,Cheong,Oxenboll,Senior Staff,1998-02-23,9999-01-01
18811,Cheong,Oxenboll,Staff,1993-02-23,1998-02-23
18817,Kristin,Xiaoshan,Staff,1997-08-30,9999-01-01
18832,Pasqua,DiGiano,Engineer,1998-09-05,2000-07-18
18833,Roded,Majewski,Engineer,1987-03-05,1995-03-05
18833,Roded,Majewski,Senior Engineer,1995-03-05,9999-01-01
18835,Uwe,Lieblein,Engineer,1987-07-28,1995-07-28
18835,Uwe,Lieblein,Senior Engineer,1995-07-28,9999-01-01
18857,Bogdan,Roison,Engineer,1987-09-23,1994-05-25
18865,Roselyn,Beutelspacher,Engineer,1988-05-06,1997-05-06
18865,Roselyn,Beutelspacher,Senior Engineer,1997-05-06,1998-11-23
18866,Fumiyo,Hettesheimer,Assistant Engineer,1997-04-10,9999-01-01
18888,Sajjan,Stassinopoulos,Engineer,1998-07-22,9999-01-01
18890,Pasqua,Litecky,Senior Staff,2000-08-16,9999-01-01
18890,Pasqua,Litecky,Staff,1993-08-16,2000-08-16
18892,Kamakshi,Matzat,Senior Staff,1995-04-08,1996-02-25
18892,Kamakshi,Matzat,Staff,1988-04-07,1995-04-08
18919,Remco,Stille,Engineer,1986-02-07,1993-02-07
18919,Remco,Stille,Senior Engineer,1993-02-07,9999-01-01
18921,Maren,Radwan,Engineer,1991-08-26,1998-08-26
18921,Maren,Radwan,Senior Engineer,1998-08-26,9999-01-01
18927,Muneo,Msuda,Senior Engineer,1989-12-15,9999-01-01
18933,Barun,Panienski,Assistant Engineer,1988-05-03,1995-05-04
18933,Barun,Panienski,Engineer,1995-05-04,2002-05-04
18933,Barun,Panienski,Senior Engineer,2002-05-04,9999-01-01
18943,Anneli,Rando,Senior Staff,1990-04-18,9999-01-01
18943,Anneli,Rando,Staff,1985-04-18,1990-04-18
18946,Gio,Warwick,Engineer,1993-06-01,2002-06-01
18946,Gio,Warwick,Senior Engineer,2002-06-01,9999-01-01
18955,Ziya,Flexer,Engineer,1988-01-23,1993-01-22
18955,Ziya,Flexer,Senior Engineer,1993-01-22,9999-01-01
18979,Girolamo,Fujisawa,Senior Engineer,1985-12-29,9999-01-01
18980,Weiye,Kawashimo,Assistant Engineer,1987-01-08,1993-01-07
18980,Weiye,Kawashimo,Engineer,1993-01-07,1999-01-07
18980,Weiye,Kawashimo,Senior Engineer,1999-01-07,9999-01-01
18986,Pintsang,Babu,Senior Staff,1994-12-11,9999-01-01
18986,Pintsang,Babu,Staff,1986-12-11,1994-12-11
18989,Goh,Quittner,Senior Staff,1993-03-11,9999-01-01
18989,Goh,Quittner,Staff,1987-03-12,1993-03-11
18994,Leszek,Mitsuhashi,Senior Staff,1991-09-03,9999-01-01
18994,Leszek,Mitsuhashi,Staff,1985-09-03,1991-09-03
19006,Martina,Hempstead,Senior Engineer,1996-03-25,9999-01-01
19012,Gal,Panangaden,Senior Staff,1992-11-18,9999-01-01
19012,Gal,Panangaden,Staff,1987-11-19,1992-11-18
19014,Jiafu,Danecki,Senior Staff,1986-01-20,9999-01-01
19027,Ferdinand,Nanard,Engineer,1988-05-11,1994-05-11
19027,Ferdinand,Nanard,Senior Engineer,1994-05-11,9999-01-01
19029,Khosrow,Jiang,Assistant Engineer,1989-08-14,1995-08-14
19029,Khosrow,Jiang,Engineer,1995-08-14,2001-08-13
19029,Khosrow,Jiang,Senior Engineer,2001-08-13,9999-01-01
19031,Rosella,Pollock,Senior Staff,1988-04-25,9999-01-01
19035,Fuqing,Bellone,Engineer,1988-03-15,1997-03-15
19035,Fuqing,Bellone,Senior Engineer,1997-03-15,9999-01-01
19036,Sampalli,Vesna,Senior Staff,1994-03-29,9999-01-01
19036,Sampalli,Vesna,Staff,1987-03-29,1994-03-29
19037,Lucien,Bernardeschi,Engineer,1986-10-31,1992-10-30
19037,Lucien,Bernardeschi,Senior Engineer,1992-10-30,9999-01-01
19042,Rosita,Levergood,Senior Engineer,1996-11-24,9999-01-01
19048,Nikolaus,Radhakrishnan,Senior Staff,1995-07-09,9999-01-01
19048,Nikolaus,Radhakrishnan,Staff,1988-07-08,1995-07-09
19049,Breannda,Picht,Senior Staff,1987-03-27,9999-01-01
19051,Marek,Cappello,Technique Leader,1988-05-12,9999-01-01
19052,Perla,Denna,Staff,1986-05-19,1989-07-23
19076,Hein,Ferretti,Senior Staff,1995-07-15,9999-01-01
19076,Hein,Ferretti,Staff,1987-07-15,1995-07-15
19089,Badri,Ellozy,Engineer,1993-04-08,1999-04-08
19089,Badri,Ellozy,Senior Engineer,1999-04-08,9999-01-01
19108,Ghassan,Tramer,Senior Staff,1988-04-16,1993-01-27
19109,Jenwei,Denis,Senior Staff,1993-12-05,9999-01-01
19109,Jenwei,Denis,Staff,1985-12-05,1993-12-05
19113,Persi,Bahr,Staff,1990-05-06,1995-06-15
19114,Jayson,Pietracaprina,Senior Staff,1997-03-05,9999-01-01
19114,Jayson,Pietracaprina,Staff,1990-03-05,1997-03-05
19120,Giri,Qiwen,Assistant Engineer,1994-05-20,2002-05-20
19120,Giri,Qiwen,Engineer,2002-05-20,9999-01-01
19129,Bowen,Jiafu,Technique Leader,1986-12-07,9999-01-01
19134,Seongbin,Bakhtari,Senior Staff,1988-10-29,9999-01-01
19147,Chaitali,Bennis,Senior Staff,1994-10-18,9999-01-01
19147,Chaitali,Bennis,Staff,1988-10-18,1994-10-18
19151,Jeanne,Peral,Senior Staff,1999-10-07,9999-01-01
19151,Jeanne,Peral,Staff,1992-10-06,1999-10-07
19154,Inderjeet,Denna,Senior Staff,1994-03-17,9999-01-01
19154,Inderjeet,Denna,Staff,1986-03-17,1994-03-17
19160,Tetsurou,Jervis,Senior Staff,1986-07-25,9999-01-01
19162,Chinho,Fadgyas,Technique Leader,1996-01-24,9999-01-01
19192,Yinlin,Schusler,Engineer,1986-11-12,1995-11-12
19192,Yinlin,Schusler,Senior Engineer,1995-11-12,9999-01-01
19194,Uta,Pramanik,Senior Staff,1993-11-19,2000-10-23
19194,Uta,Pramanik,Staff,1985-11-19,1993-11-19
19201,Arto,Sommen,Staff,1998-04-29,9999-01-01
19202,Tommaso,Munke,Staff,1985-02-25,1990-12-31
19205,Moto,Sinitsyn,Staff,1998-02-13,9999-01-01
19206,Wanqing,Pellegrinelli,Engineer,1986-10-06,1995-10-06
19206,Wanqing,Pellegrinelli,Senior Engineer,1995-10-06,9999-01-01
19209,Berhard,Encarnacion,Staff,1997-04-26,9999-01-01
19244,Guenter,Vitiello,Staff,1998-09-09,9999-01-01
19249,Saniya,Iivonen,Senior Engineer,1999-10-17,9999-01-01
19256,Rosita,Riexinger,Senior Staff,1994-08-07,9999-01-01
19256,Rosita,Riexinger,Staff,1988-08-07,1994-08-07
19259,Anoosh,Pelc,Engineer,1987-11-17,1994-11-17
19259,Anoosh,Pelc,Senior Engineer,1994-11-17,9999-01-01
19268,Adit,Papastamatiou,Senior Engineer,1986-05-10,9999-01-01
19293,Elvia,Frezza,Assistant Engineer,1998-07-04,1999-12-08
19294,IEEE,Schoegge,Technique Leader,1994-03-08,9999-01-01
19310,Bouchung,Guerreiro,Engineer,1995-07-07,2000-07-06
19310,Bouchung,Guerreiro,Senior Engineer,2000-07-06,9999-01-01
